TASK,TYPE,ITEM_ID,ANNOTATOR_ID,TIME,SYSTEM_0,SCORE_0_A,SCORE_0_B,SYSTEM_1,SCORE_1_A,SCORE_1_B,SYSTEM_2,SCORE_2_A,SCORE_2_B,SYSTEM_3,SCORE_3_A,SCORE_3_B,SYSTEM_4,SCORE_4_A,SCORE_4_B
WMT08 French-English Europarl,CONSTITUENT,491,18,12,rbmt4,1,,saar-contrast,1,,uedin,1,,limsi,1,,rbmt5,1,
WMT08 French-English Europarl,CONSTITUENT,1408,18,20,limsi,1,,lium-systran,1,,systran,1,,uedin,1,,ucl,5,
WMT08 French-English Europarl,CONSTITUENT,3014,18,26,saar-contrast,1,,rbmt3,1,,limsi,1,,systran,4,,rbmt4,1,
WMT08 French-English Europarl,CONSTITUENT,913,18,68,saar,4,,dcu,1,,ucl,1,,rbmt6,5,,rbmt3,3,
WMT08 French-English Europarl,CONSTITUENT,1705,18,13,rbmt6,1,,limsi,1,,saar,1,,systran,1,,rbmt5,5,
WMT08 French-English Europarl,CONSTITUENT,2269,18,55,limsi,1,,ucl,4,,rbmt3,5,,saar-contrast,1,,dcu,3,
WMT08 French-English Europarl,CONSTITUENT,2695,18,53,saar,1,,limsi,1,,rbmt4,4,,rbmt3,4,,saar-contrast,1,
WMT08 French-English Europarl,CONSTITUENT,3091,18,112,rbmt5,3,,uedin,2,,lium-systran,1,,rbmt6,4,,systran,5,
WMT08 French-English Europarl,CONSTITUENT,3299,18,45,saar-contrast,4,,cued,3,,rbmt5,2,,rbmt6,5,,systran,1,
WMT08 French-English Europarl,CONSTITUENT,347,18,33,systran,1,,cued,4,,uedin,1,,ucl,5,,lium-systran,1,
WMT08 French-English Europarl,CONSTITUENT,418,18,35,dcu,1,,rbmt4,1,,uedin,3,,saar,3,,lium-systran,3,
WMT08 French-English Europarl,CONSTITUENT,1262,18,10,rbmt6,1,,ucl,1,,uedin,1,,saar-contrast,1,,lium-systran,1,
WMT08 French-English Europarl,CONSTITUENT,2596,9,37,rbmt6,5,,saar,1,,ucl,1,,cued,1,,rbmt5,1,
WMT08 French-English Europarl,CONSTITUENT,3866,9,70,uedin,1,,limsi,1,,cued,1,,systran,5,,ucl,1,
WMT08 French-English Europarl,CONSTITUENT,3388,9,20,cued,1,,uedin,1,,ucl,1,,saar,1,,saar-contrast,1,
WMT08 French-English Europarl,CONSTITUENT,112,9,12,lium-systran,1,,uedin,1,,systran,1,,saar-contrast,1,,rbmt6,1,
WMT08 French-English Europarl,CONSTITUENT,1210,9,53,rbmt6,4,,ucl,4,,cmu-statxfer,1,,dcu,1,,systran,1,
WMT08 French-English Europarl,CONSTITUENT,2995,9,38,rbmt5,2,,rbmt4,4,,systran,1,,cmu-statxfer,3,,rbmt3,4,
WMT08 French-English Europarl,CONSTITUENT,1350,9,63,dcu,2,,lium-systran,1,,rbmt5,4,,saar,3,,limsi,5,
WMT08 French-English Europarl,CONSTITUENT,913,9,72,rbmt5,1,,systran,1,,saar,1,,cued,1,,lium-systran,1,
WMT08 French-English Europarl,CONSTITUENT,446,9,19,cmu-statxfer,1,,dcu,1,,rbmt6,5,,saar,1,,limsi,1,
WMT08 French-English Europarl,CONSTITUENT,340,9,19,rbmt6,5,,cued,1,,saar-contrast,1,,limsi,1,,ucl,1,
WMT08 French-English Europarl,CONSTITUENT,3091,9,97,rbmt6,5,,ucl,4,,saar,1,,cued,3,,limsi,2,
WMT08 French-English Europarl,CONSTITUENT,1440,9,48,dcu,5,,saar,1,,systran,4,,uedin,1,,ucl,1,
WMT08 French-English Europarl,CONSTITUENT,1483,9,45,rbmt4,5,,limsi,1,,rbmt5,3,,cmu-statxfer,4,,lium-systran,1,
WMT08 French-English Europarl,CONSTITUENT,3394,9,34,ucl,1,,rbmt4,1,,cmu-statxfer,1,,lium-systran,1,,saar-contrast,1,
WMT08 French-English Europarl,CONSTITUENT,3487,9,60,dcu,4,,uedin,5,,rbmt6,3,,saar-contrast,1,,rbmt4,1,
WMT08 French-English Europarl,CONSTITUENT,814,9,17,uedin,1,,systran,1,,dcu,1,,rbmt5,1,,rbmt3,1,
WMT08 French-English Europarl,CONSTITUENT,2275,9,27,limsi,1,,uedin,4,,saar-contrast,1,,cmu-statxfer,1,,systran,4,
WMT08 French-English Europarl,CONSTITUENT,220,9,51,dcu,5,,limsi,1,,rbmt5,2,,cmu-statxfer,2,,rbmt4,2,
WMT08 French-English Europarl,CONSTITUENT,3784,9,68,cmu-statxfer,1,,ucl,5,,saar,1,,cued,1,,systran,4,
WMT08 French-English Europarl,CONSTITUENT,2596,9,26,rbmt6,5,,saar,1,,ucl,1,,cued,1,,rbmt5,1,
WMT08 French-English Europarl,CONSTITUENT,1408,33,29,systran,1,,dcu,1,,rbmt4,4,,rbmt6,3,,rbmt5,1,
WMT08 French-English Europarl,CONSTITUENT,3883,33,29,limsi,1,,rbmt4,2,,systran,2,,cued,1,,rbmt3,2,
WMT08 French-English Europarl,CONSTITUENT,2170,33,20,rbmt6,2,,rbmt3,1,,dcu,1,,systran,1,,cued,1,
WMT08 French-English Europarl,CONSTITUENT,3264,33,53,ucl,3,,limsi,1,,saar-contrast,1,,rbmt4,2,,uedin,1,
WMT08 French-English Europarl,CONSTITUENT,1517,33,38,saar-contrast,1,,rbmt4,5,,saar,1,,cued,1,,systran,1,
WMT08 French-English Europarl,CONSTITUENT,2695,33,37,saar-contrast,1,,dcu,1,,rbmt3,4,,systran,1,,lium-systran,1,
WMT08 French-English Europarl,CONSTITUENT,17,33,48,limsi,3,,uedin,3,,saar-contrast,1,,systran,2,,rbmt3,3,
WMT08 French-English Europarl,CONSTITUENT,3899,33,26,uedin,1,,rbmt3,1,,cmu-statxfer,3,,ucl,1,,lium-systran,1,
WMT08 French-English Europarl,CONSTITUENT,2794,33,22,dcu,1,,saar,1,,lium-systran,1,,cmu-statxfer,2,,systran,3,
WMT08 French-English Europarl,CONSTITUENT,913,33,45,uedin,1,,rbmt5,2,,systran,1,,lium-systran,2,,cmu-statxfer,3,
WMT08 French-English Europarl,CONSTITUENT,2200,33,48,uedin,1,,saar,4,,rbmt3,4,,cmu-statxfer,3,,systran,2,
WMT08 French-English Europarl,CONSTITUENT,3388,33,47,saar-contrast,1,,lium-systran,1,,ucl,1,,cmu-statxfer,1,,rbmt4,1,
WMT08 French-English Europarl,CONSTITUENT,2779,33,18,cued,1,,rbmt4,1,,systran,3,,cmu-statxfer,1,,ucl,1,
WMT08 French-English Europarl,CONSTITUENT,3742,33,22,dcu,1,,saar-contrast,2,,cued,1,,rbmt4,2,,uedin,2,
WMT08 French-English Europarl,CONSTITUENT,362,33,25,cmu-statxfer,3,,systran,2,,saar-contrast,1,,cued,2,,uedin,2,
WMT08 French-English Europarl,CONSTITUENT,3420,33,32,rbmt3,3,,systran,2,,saar-contrast,2,,dcu,2,,limsi,2,
WMT08 French-English Europarl,CONSTITUENT,1507,33,11,cued,1,,saar,1,,limsi,1,,rbmt3,3,,lium-systran,1,
WMT08 French-English Europarl,CONSTITUENT,355,40,42,saar,1,,dcu,1,,cued,1,,rbmt5,2,,saar-contrast,1,
WMT08 French-English Europarl,CONSTITUENT,220,40,56,rbmt6,5,,saar-contrast,4,,lium-systran,1,,rbmt3,3,,rbmt4,1,
WMT08 French-English Europarl,CONSTITUENT,3399,40,37,rbmt5,2,,uedin,1,,dcu,3,,saar-contrast,3,,saar,3,
WMT08 French-English Europarl,CONSTITUENT,1309,40,15,limsi,1,,rbmt4,1,,saar-contrast,1,,cued,1,,rbmt6,1,
WMT08 French-English Europarl,CONSTITUENT,418,40,37,limsi,1,,rbmt6,5,,rbmt3,1,,saar-contrast,1,,uedin,1,
WMT08 French-English Europarl,CONSTITUENT,3487,40,34,systran,5,,cmu-statxfer,1,,limsi,3,,uedin,4,,rbmt5,2,
WMT08 French-English Europarl,CONSTITUENT,2587,40,46,saar,2,,dcu,2,,rbmt6,5,,rbmt5,1,,uedin,2,
WMT08 French-English Europarl,CONSTITUENT,132,40,92,rbmt5,3,,cmu-statxfer,5,,ucl,1,,saar-contrast,2,,saar,4,
WMT08 French-English Europarl,CONSTITUENT,2101,40,39,saar-contrast,1,,systran,1,,ucl,1,,dcu,1,,rbmt5,5,
WMT08 French-English Europarl,CONSTITUENT,1333,40,29,rbmt4,1,,cued,2,,limsi,2,,saar-contrast,2,,ucl,2,
WMT08 French-English Europarl,CONSTITUENT,1012,40,53,ucl,1,,limsi,1,,saar,1,,dcu,1,,lium-systran,1,
WMT08 French-English Europarl,CONSTITUENT,1111,40,67,cmu-statxfer,2,,dcu,2,,uedin,2,,rbmt6,1,,rbmt3,2,
WMT08 French-English Europarl,CONSTITUENT,814,40,29,cmu-statxfer,2,,saar,1,,lium-systran,1,,rbmt3,2,,ucl,1,
WMT08 French-English Europarl,CONSTITUENT,3035,40,11,rbmt6,1,,rbmt3,1,,rbmt5,1,,systran,1,,saar,1,
WMT08 French-English Europarl,CONSTITUENT,1396,40,51,cmu-statxfer,1,,rbmt4,4,,cued,1,,saar,1,,ucl,5,
WMT08 French-English Europarl,CONSTITUENT,3377,40,31,saar-contrast,1,,limsi,5,,dcu,5,,cued,5,,rbmt6,2,
WMT08 French-English Europarl,CONSTITUENT,2118,40,45,saar-contrast,1,,ucl,4,,dcu,1,,cued,1,,cmu-statxfer,5,
WMT08 French-English Europarl,CONSTITUENT,616,40,23,rbmt4,2,,limsi,1,,lium-systran,1,,saar-contrast,1,
WMT08 French-English Europarl,CONSTITUENT,3298,40,16,ucl,1,,limsi,1,,saar,1,,rbmt5,5,,rbmt6,5,
WMT08 French-English Europarl,CONSTITUENT,3399,40,14,rbmt5,2,,uedin,1,,dcu,3,,saar-contrast,3,,saar,3,
WMT08 French-English Europarl,CONSTITUENT,1309,46,17,cued,1,,lium-systran,1,,cmu-statxfer,1,,ucl,1,,rbmt4,1,
WMT08 French-English Europarl,CONSTITUENT,1475,46,92,systran,5,,limsi,3,,rbmt5,4,,cued,3,,rbmt3,3,
WMT08 French-English Europarl,CONSTITUENT,3190,46,30,saar,1,,saar-contrast,2,,rbmt6,2,,rbmt3,3,,uedin,2,
WMT08 French-English Europarl,CONSTITUENT,2299,46,39,saar,1,,limsi,1,,dcu,1,,cued,1,,cmu-statxfer,2,
WMT08 French-English Europarl,CONSTITUENT,220,46,26,rbmt5,4,,rbmt4,4,,lium-systran,4,,dcu,5,,limsi,3,
WMT08 French-English Europarl,CONSTITUENT,3388,46,120,cued,2,,limsi,2,,cmu-statxfer,2,,dcu,1,,rbmt6,2,
WMT08 French-English Europarl,CONSTITUENT,2695,46,42,uedin,2,,dcu,3,,rbmt5,1,,cmu-statxfer,5,,rbmt6,1,
WMT08 French-English Europarl,CONSTITUENT,2211,46,35,lium-systran,1,,rbmt4,2,,saar-contrast,1,,limsi,1,,cued,1,
WMT08 French-English Europarl,CONSTITUENT,1233,46,26,cued,1,,lium-systran,1,,ucl,2,,saar,2,,cmu-statxfer,3,
WMT08 French-English Europarl,CONSTITUENT,715,46,27,cmu-statxfer,2,,rbmt5,2,,ucl,1,,dcu,2,,saar,1,
WMT08 French-English Europarl,CONSTITUENT,22,48,27,rbmt3,2,,ucl,1,,saar-contrast,1,,cued,1,,limsi,1,
WMT08 French-English Europarl,CONSTITUENT,2109,48,35,saar,1,,saar-contrast,1,,dcu,1,,rbmt4,2,,limsi,2,
WMT08 French-English Europarl,CONSTITUENT,1903,48,30,cued,1,,saar-contrast,1,,rbmt4,3,,rbmt6,2,,rbmt5,3,
WMT08 French-English Europarl,CONSTITUENT,1705,48,18,cmu-statxfer,1,,cued,1,,rbmt6,1,,dcu,1,,rbmt4,2,
WMT08 French-English Europarl,CONSTITUENT,2801,48,15,cmu-statxfer,1,,rbmt6,2,,dcu,1,,cued,1,,uedin,1,
WMT08 French-English Europarl,CONSTITUENT,636,48,28,dcu,1,,systran,3,,rbmt6,2,,cued,1,,rbmt5,3,
WMT08 French-English Europarl,CONSTITUENT,985,48,9,lium-systran,1,,rbmt3,1,,limsi,1,,rbmt6,1,,saar,1,
WMT08 French-English Europarl,CONSTITUENT,2893,48,21,saar,3,,uedin,1,,saar-contrast,3,,rbmt4,2,,lium-systran,1,
WMT08 French-English Europarl,CONSTITUENT,1210,48,27,rbmt5,1,,rbmt6,2,,cued,1,,rbmt4,1,,systran,1,
WMT08 French-English Europarl,CONSTITUENT,3182,48,54,saar,3,,lium-systran,1,,uedin,1,,rbmt6,1,,rbmt4,2,
WMT08 French-English Europarl,CONSTITUENT,2596,48,9,rbmt4,1,,systran,1,,dcu,1,,cmu-statxfer,1,,uedin,1,
WMT08 French-English Europarl,CONSTITUENT,1552,48,8,cued,1,,saar-contrast,1,,cmu-statxfer,1,,limsi,1,,rbmt5,1,
WMT08 French-English Europarl,CONSTITUENT,121,48,31,lium-systran,3,,rbmt4,3,,saar-contrast,3,,ucl,2,,rbmt6,1,
WMT08 French-English Europarl,CONSTITUENT,442,48,48,systran,1,,limsi,3,,uedin,3,,dcu,2,,lium-systran,3,
WMT08 French-English Europarl,CONSTITUENT,1012,48,24,limsi,1,,saar-contrast,2,,rbmt4,1,,ucl,1,,lium-systran,1,
WMT08 French-English Europarl,CONSTITUENT,1261,48,12,rbmt6,2,,rbmt4,2,,rbmt3,2,,rbmt5,2,,saar-contrast,1,
WMT08 French-English Europarl,CONSTITUENT,2200,48,24,saar-contrast,2,,lium-systran,2,,ucl,1,,rbmt5,2,,cued,2,
WMT08 French-English Europarl,CONSTITUENT,1911,48,19,rbmt6,3,,lium-systran,2,,limsi,1,,ucl,1,,saar-contrast,1,
WMT08 French-English Europarl,CONSTITUENT,1464,48,32,uedin,1,,systran,3,,cued,1,,limsi,1,,ucl,2,
WMT08 French-English Europarl,CONSTITUENT,2109,48,16,saar,1,,saar-contrast,1,,dcu,1,,rbmt4,2,,limsi,2,
WMT08 French-English Europarl,CONSTITUENT,1106,5,36,saar,4,,cmu-statxfer,4,,rbmt3,3,,rbmt6,1,,dcu,2,
WMT08 French-English Europarl,CONSTITUENT,1012,5,23,saar,1,,lium-systran,1,,rbmt6,1,,cued,1,,rbmt4,1,
WMT08 French-English Europarl,CONSTITUENT,220,5,32,cmu-statxfer,3,,systran,2,,uedin,2,,rbmt3,4,,saar-contrast,4,
WMT08 French-English Europarl,CONSTITUENT,1111,5,18,rbmt5,1,,rbmt3,1,,saar,1,,lium-systran,1,,limsi,1,
WMT08 French-English Europarl,CONSTITUENT,1295,5,37,cued,1,,limsi,2,,saar-contrast,3,,cmu-statxfer,3,,lium-systran,2,
WMT08 French-English Europarl,CONSTITUENT,3487,5,30,rbmt6,2,,limsi,4,,cmu-statxfer,2,,systran,5,,uedin,4,
WMT08 French-English Europarl,CONSTITUENT,3240,5,12,uedin,1,,rbmt3,1,,saar-contrast,1,,lium-systran,1,,ucl,1,
WMT08 French-English Europarl,CONSTITUENT,1999,5,38,rbmt3,2,,systran,3,,saar-contrast,2,,rbmt6,4,,lium-systran,2,
WMT08 French-English Europarl,CONSTITUENT,2506,5,30,lium-systran,1,,rbmt5,1,,ucl,3,,systran,2,,saar,2,
WMT08 French-English Europarl,CONSTITUENT,1507,5,14,saar,1,,saar-contrast,1,,cmu-statxfer,1,,systran,1,,limsi,1,
WMT08 French-English Europarl,CONSTITUENT,2695,5,55,rbmt3,3,,cmu-statxfer,4,,systran,2,,saar-contrast,2,,uedin,2,
WMT08 French-English Europarl,CONSTITUENT,236,5,19,rbmt3,1,,limsi,1,,rbmt5,1,,dcu,1,,uedin,1,
WMT08 French-English Europarl,CONSTITUENT,2496,5,12,rbmt4,1,,rbmt6,1,,rbmt3,1,,cmu-statxfer,1,,dcu,1,
WMT08 French-English Europarl,CONSTITUENT,3300,5,29,rbmt5,1,,lium-systran,1,,rbmt4,1,,cmu-statxfer,2,,limsi,1,
WMT08 French-English Europarl,CONSTITUENT,2398,5,17,lium-systran,1,,rbmt6,1,,saar-contrast,1,,rbmt4,1,,limsi,1,
WMT08 French-English Europarl,CONSTITUENT,2249,5,14,ucl,1,,rbmt5,1,,lium-systran,1,,uedin,1,,saar,1,
WMT08 French-English Europarl,CONSTITUENT,3083,5,29,cmu-statxfer,1,,saar,1,,rbmt4,1,,dcu,1,,rbmt3,1,
WMT08 French-English Europarl,CONSTITUENT,2299,5,15,saar,1,,rbmt4,1,,cmu-statxfer,1,,rbmt3,1,,limsi,1,
WMT08 French-English Europarl,CONSTITUENT,22,5,30,cmu-statxfer,3,,rbmt5,3,,systran,3,,rbmt3,4,,uedin,3,
WMT08 French-English Europarl,CONSTITUENT,1106,5,67,saar,3,,cmu-statxfer,2,,rbmt3,3,,rbmt6,1,,dcu,1,
WMT08 French-English Europarl,CONSTITUENT,1408,5,9,rbmt5,1,,limsi,1,,systran,1,,lium-systran,1,,dcu,1,
WMT08 French-English Europarl,CONSTITUENT,418,5,26,saar,1,,rbmt5,1,,cmu-statxfer,1,,rbmt4,1,,ucl,1,
WMT08 French-English Europarl,CONSTITUENT,3055,5,11,ucl,1,,rbmt4,1,,rbmt5,1,,rbmt3,1,,limsi,1,
WMT08 French-English Europarl,CONSTITUENT,1290,5,29,saar-contrast,1,,cued,1,,rbmt5,1,,rbmt3,1,,rbmt6,3,
WMT08 French-English Europarl,CONSTITUENT,3883,5,9,lium-systran,1,,rbmt6,1,,rbmt3,1,,ucl,1,,rbmt4,1,
WMT08 French-English Europarl,CONSTITUENT,2625,5,49,rbmt4,1,,saar-contrast,1,,cued,1,,systran,1,,uedin,1,
WMT08 French-English Europarl,CONSTITUENT,3527,5,10,systran,1,,dcu,1,,rbmt4,1,,uedin,1,,rbmt6,1,
WMT08 French-English Europarl,CONSTITUENT,3289,5,30,systran,3,,saar,2,,limsi,1,,uedin,1,,rbmt5,3,
WMT08 French-English Europarl,CONSTITUENT,1210,5,24,saar,1,,limsi,1,,uedin,1,,dcu,1,,cmu-statxfer,1,
WMT08 French-English Europarl,CONSTITUENT,1069,5,22,saar,3,,cued,3,,lium-systran,1,,dcu,1,,rbmt3,2,
WMT08 French-English Europarl,CONSTITUENT,2695,5,31,limsi,2,,uedin,2,,ucl,2,,lium-systran,2,,systran,2,
WMT08 French-English Europarl,CONSTITUENT,198,5,19,uedin,1,,rbmt5,2,,limsi,1,,rbmt4,1,,dcu,1,
WMT08 French-English Europarl,CONSTITUENT,2805,5,11,ucl,1,,dcu,1,,uedin,1,,systran,1,,limsi,1,
WMT08 French-English Europarl,CONSTITUENT,1804,5,14,dcu,1,,uedin,1,,saar,1,,ucl,1,,cued,1,
WMT08 French-English Europarl,CONSTITUENT,1903,5,33,saar,3,,ucl,2,,systran,1,,rbmt4,2,,cued,2,
WMT08 French-English Europarl,CONSTITUENT,249,5,14,limsi,1,,saar-contrast,1,,rbmt4,1,,lium-systran,1,,uedin,1,
WMT08 French-English Europarl,CONSTITUENT,2497,5,38,saar,2,,rbmt5,4,,rbmt3,3,,rbmt6,4,,limsi,1,
WMT08 French-English Europarl,CONSTITUENT,1277,5,8,saar-contrast,1,,rbmt6,1,,limsi,1,,cmu-statxfer,1,,uedin,1,
WMT08 French-English Europarl,CONSTITUENT,2357,5,19,rbmt6,3,,systran,3,,ucl,1,,uedin,1,,saar-contrast,2,
WMT08 French-English Europarl,CONSTITUENT,3055,5,8,ucl,1,,rbmt4,1,,rbmt5,1,,rbmt3,1,,limsi,1,
WMT08 French-English Europarl,CONSTITUENT,2111,5,24,cmu-statxfer,3,,uedin,2,,saar-contrast,2,,systran,2,,ucl,2,
WMT08 French-English Europarl,CONSTITUENT,1705,5,8,saar-contrast,1,,dcu,1,,lium-systran,1,,systran,1,,rbmt6,1,
WMT08 French-English Europarl,CONSTITUENT,2774,5,27,saar-contrast,1,,rbmt3,1,,lium-systran,1,,rbmt4,1,,cmu-statxfer,1,
WMT08 French-English Europarl,CONSTITUENT,220,5,31,rbmt3,4,,rbmt5,3,,cmu-statxfer,4,,saar-contrast,3,,limsi,2,
WMT08 French-English Europarl,CONSTITUENT,3487,5,18,cmu-statxfer,1,,cued,1,,dcu,1,,lium-systran,1,,saar-contrast,1,
WMT08 French-English Europarl,CONSTITUENT,3549,5,10,dcu,1,,cued,1,,rbmt4,3,,limsi,1,,saar-contrast,1,
WMT08 French-English Europarl,CONSTITUENT,913,5,27,limsi,3,,saar,3,,rbmt3,2,,rbmt5,3,,rbmt4,3,
WMT08 French-English Europarl,CONSTITUENT,2085,5,17,saar-contrast,1,,rbmt6,3,,dcu,1,,uedin,1,,rbmt5,1,
WMT08 French-English Europarl,CONSTITUENT,1742,5,14,saar-contrast,1,,dcu,1,,cmu-statxfer,1,,systran,1,,limsi,1,
WMT08 French-English Europarl,CONSTITUENT,1507,5,16,systran,1,,ucl,1,,dcu,1,,uedin,1,,rbmt3,3,
WMT08 French-English Europarl,CONSTITUENT,1804,72,69,lium-systran,2,,ucl,1,,saar-contrast,1,,uedin,2,,dcu,2,
WMT08 French-English Europarl,CONSTITUENT,715,72,164,cued,1,,systran,2,,rbmt6,1,,cmu-statxfer,1,,rbmt5,1,
WMT08 French-English Europarl,CONSTITUENT,517,72,132,rbmt6,2,,cmu-statxfer,3,,ucl,3,,rbmt3,2,,saar-contrast,2,
WMT08 French-English Europarl,CONSTITUENT,1311,72,41,dcu,2,,saar-contrast,1,,rbmt5,1,,ucl,2,,uedin,1,
WMT08 French-English Europarl,CONSTITUENT,2497,72,39,systran,2,,saar,3,,dcu,3,,cued,3,,rbmt6,4,
WMT08 French-English Europarl,CONSTITUENT,306,72,24,uedin,1,,rbmt6,1,,ucl,1,,saar-contrast,1,,systran,1,
WMT08 French-English Europarl,CONSTITUENT,3435,72,139,systran,4,,saar,5,,uedin,3,,rbmt3,2,,rbmt4,1,
WMT08 French-English Europarl,CONSTITUENT,1012,72,46,rbmt6,2,,cued,1,,saar,2,,uedin,2,,systran,2,
WMT08 French-English Europarl,CONSTITUENT,3072,72,95,dcu,2,,rbmt4,2,,cmu-statxfer,1,,lium-systran,2,,ucl,2,
WMT08 French-English Europarl,CONSTITUENT,1449,72,135,systran,5,,rbmt4,2,,rbmt5,1,,dcu,3,,saar-contrast,4,
WMT08 French-English Europarl,CONSTITUENT,3784,72,97,ucl,3,,saar-contrast,2,,rbmt6,2,,uedin,1,
WMT08 French-English Europarl,CONSTITUENT,3685,72,83,systran,4,,rbmt4,3,,ucl,1,,cued,2,,saar-contrast,4,
WMT08 French-English Europarl,CONSTITUENT,220,72,61,rbmt6,2,,systran,1,,saar-contrast,4,,ucl,5,,saar,4,
WMT08 French-English Europarl,CONSTITUENT,2219,72,37,ucl,1,,cmu-statxfer,1,,systran,1,,dcu,1,,saar,1,
WMT08 French-English Europarl,CONSTITUENT,3463,72,82,rbmt4,3,,cmu-statxfer,1,,systran,2,,ucl,4,,rbmt6,5,
WMT08 French-English Europarl,CONSTITUENT,3776,72,34,rbmt3,5,,dcu,1,,rbmt4,3,,lium-systran,4,,cued,3,
WMT08 French-English Europarl,CONSTITUENT,3495,72,19,cued,1,,ucl,1,,rbmt4,3,,lium-systran,1,,dcu,1,
WMT08 French-English Europarl,CONSTITUENT,2191,72,47,cmu-statxfer,5,,cued,2,,rbmt4,1,,dcu,3,,rbmt5,3,
WMT08 French-English Europarl,CONSTITUENT,3289,72,33,rbmt4,3,,saar-contrast,3,,systran,4,,dcu,3,,rbmt5,4,
WMT08 French-English Europarl,CONSTITUENT,1804,72,13,lium-systran,2,,ucl,1,,saar-contrast,1,,uedin,2,,dcu,2,
WMT08 French-English Europarl,CONSTITUENT,1954,76,80,rbmt6,4,,lium-systran,2,,rbmt5,3,,uedin,2,,cmu-statxfer,4,
WMT08 French-English Europarl,CONSTITUENT,1677,76,38,uedin,2,,limsi,2,,systran,2,,cmu-statxfer,3,,saar-contrast,2,
WMT08 French-English Europarl,CONSTITUENT,814,76,21,rbmt5,1,,saar,1,,rbmt6,3,,lium-systran,1,,ucl,1,
WMT08 French-English Europarl,CONSTITUENT,3586,76,14,limsi,1,,rbmt3,1,,ucl,1,,lium-systran,1,,dcu,1,
WMT08 French-English Europarl,CONSTITUENT,3706,76,14,systran,1,,limsi,1,,rbmt6,1,,dcu,1,
WMT08 French-English Europarl,CONSTITUENT,1151,76,21,rbmt4,4,,dcu,1,,saar-contrast,1,,ucl,1,,rbmt6,2,
WMT08 French-English Europarl,CONSTITUENT,2666,76,37,dcu,3,,rbmt3,3,,rbmt5,3,,limsi,3,,rbmt4,3,
WMT08 French-English Europarl,CONSTITUENT,1579,76,28,saar,1,,rbmt4,1,,uedin,1,,limsi,1,,dcu,1,
WMT08 French-English Europarl,CONSTITUENT,1539,76,13,rbmt5,1,,cmu-statxfer,1,,ucl,1,,systran,1,,saar-contrast,1,
WMT08 French-English Europarl,CONSTITUENT,3091,76,106,rbmt3,3,,rbmt6,3,,lium-systran,1,,rbmt4,1,,saar,2,
WMT08 French-English Europarl,CONSTITUENT,1309,76,14,limsi,1,,uedin,1,,systran,1,,rbmt6,1,,saar-contrast,1,
WMT08 French-English Europarl,CONSTITUENT,2889,76,58,rbmt5,3,,cmu-statxfer,3,,saar-contrast,1,,systran,1,,ucl,2,
WMT08 French-English Europarl,CONSTITUENT,2002,76,18,lium-systran,1,,rbmt4,2,,ucl,1,,rbmt6,3,,rbmt5,2,
WMT08 French-English Europarl,CONSTITUENT,3340,76,32,limsi,1,,dcu,1,,saar-contrast,1,,lium-systran,1,,cmu-statxfer,2,
WMT08 French-English Europarl,CONSTITUENT,399,76,20,uedin,1,,rbmt4,2,,cmu-statxfer,3,,saar,2,,lium-systran,1,
WMT08 French-English Europarl,CONSTITUENT,2101,76,16,cmu-statxfer,1,,saar-contrast,1,,rbmt4,1,,rbmt3,1,,rbmt5,1,
WMT08 French-English Europarl,CONSTITUENT,2992,76,30,saar,1,,rbmt6,3,,saar-contrast,1,,rbmt4,2,,ucl,2,
WMT08 French-English Europarl,CONSTITUENT,1606,76,16,rbmt5,1,,saar,1,,limsi,1,,saar-contrast,1,,lium-systran,1,
WMT08 French-English Europarl,CONSTITUENT,3883,76,18,rbmt5,2,,rbmt4,2,,dcu,1,,lium-systran,1,,saar,1,
WMT08 French-English Europarl,CONSTITUENT,1954,76,60,rbmt6,3,,lium-systran,2,,rbmt5,4,,uedin,1,,cmu-statxfer,3,
WMT08 French-English Europarl,CONSTITUENT,1798,78,11,saar-contrast,1,,cued,1,,rbmt3,1,,rbmt6,1,,rbmt4,1,
WMT08 French-English Europarl,CONSTITUENT,2162,78,45,rbmt3,1,,saar,1,,dcu,1,,rbmt5,1,,saar-contrast,1,
WMT08 French-English Europarl,CONSTITUENT,3190,78,54,uedin,2,,rbmt3,3,,rbmt5,1,,limsi,2,,ucl,5,
WMT08 French-English Europarl,CONSTITUENT,715,78,56,limsi,5,,cmu-statxfer,5,,saar,1,,rbmt6,5,
WMT08 French-English Europarl,CONSTITUENT,2398,78,28,rbmt6,1,,rbmt4,5,,saar-contrast,1,,rbmt3,1,
WMT08 French-English Europarl,CONSTITUENT,3685,78,47,rbmt5,3,,cued,2,,rbmt3,5,,saar-contrast,2,,limsi,1,
WMT08 French-English Europarl,CONSTITUENT,2017,78,34,saar,5,,rbmt4,3,,uedin,3,,saar-contrast,1,,cmu-statxfer,3,
WMT08 French-English Europarl,CONSTITUENT,2471,78,19,cmu-statxfer,1,,rbmt6,1,,saar,1,,dcu,1,,limsi,1,
WMT08 French-English Europarl,CONSTITUENT,1111,78,26,rbmt5,1,,rbmt6,5,,saar,1,,rbmt4,3,,cmu-statxfer,3,
WMT08 French-English Europarl,CONSTITUENT,2076,78,17,cmu-statxfer,5,,dcu,1,,cued,1,,uedin,1,,rbmt6,5,
WMT08 French-English Europarl,CONSTITUENT,418,15,46,rbmt4,1,,lium-systran,1,,systran,1,,ucl,1,,rbmt5,1,
